Title,Profile,Date,Rating,ProductSize,Verified_Purchase,Review
"Cheaper than in stores, Great Unlocked phone.",1flymom,"May 14, 2021",4.0,Color: Phantom VioletSize: 128GBStyle: S21,Verified Purchase,"I purchased this because it was about 300.00 less than the stores and the Samsung site. Recieved mine yesterday. I'm think I am having problems with people hearing me on speaker at times but that could be user error. Still trying to figure that out. Plus my calls aren't ringing thru,I just see a pop up. Again could be a user issue. Its truly unlocked, many camera options.  Note, no outer jacks to plugged head phones truly bluetooth. Works for me though. I absolutely love the back of the phone, its not slippery or metallic like. It has some friction so it doesn't just slide out your hand. Love the floating home screen and the flashlight is quite bright. As usual Samsung rocks.  Fingerprint reader, add at least two, one holding in your hand and one on your lap or desk.. The pressure points are different and could throw it off and it won't work.  My experience anyway. I will keep trying my phone out and update my post if needed but so far so good. I have the purple cell and its much prettier than the pics."
No Expandable Storage (sd card) - Previous S Models are Better Overall,A.V.,"May 10, 2021",1.0,,,"Disappointing phone, previous galaxy S models were better.- Surprisingly, compared to the S20, the S21 is a downgrade- It has NO EXPANDABLE STORAGE (microSD slot) as previous models have had, including the S20. This is a big deal for anyone who uses a lot of storage and does not want to be forced to use cloud storage- Although the S21's processor is faster than the S20's processor, it is not a big enough improvement to buy the S21 as opposed to the S20- The camera on the S21 is not better than the S20 (at least not better enough to notice). For some camera uses, even older models produce the same results- I ordered this phone with Prime, shipped and sold by Amazon. Although the phone was in stock and supposed to arrive in 2 days, Amazon only shipped it on the 4th day after the order was made. Beware, if you want to receive it in a short period of timeOverall, I feel the S20 (S20+ or Ultra) or even the new iPhone ordered through a different retailer are better options if you want a new phone in 2021."
Thank,Joseph,"April 24, 2021",4.0,Color: Phantom VioletSize: 128GBStyle: S21,Verified Purchase,Thank you
Works perfectly,Damien V.,"April 21, 2021",5.0,Color: Phantom VioletSize: 128GBStyle: S21,Verified Purchase,"Got the item a few days early, pleasant seller, 10/10 would buy from again"
"Sent back, no IMEI. WTF!",Hallbe,"April 20, 2021",3.0,Color: Phantom VioletSize: 128GBStyle: S21,Verified Purchase,"Well, the phone seemed nice, but I couldn’t use it for anything because it had no IMEI number on it. It had one on the box, but nothing installed on the phone. So I couldn’t update it, use it with my carrier, or anything basically. Not sure what is going on with that. I spent 45 minutes on the phone with Samsung who couldn’t figure it out either. So, it’s going to be returned!"
Better than Apple,Honest Reviews,"April 17, 2021",5.0,,,Way better than iPhone
Great phone but needed sd card slot,R. Ricsin,"April 16, 2021",5.0,,,"I thought to write a review because samsung did me well on their site, with trade in and the rewards.The phone is quick and Samsung polished the new ui pretty well since my s8.But the only gripe is not having an sd card slot and no way to unlock bootloader and use alternate operating systems, but these days most people think we have a choice between google and apple lol.So yeah, good product but the market itself is turning more propietary."
Basically amazing,Kami,"April 12, 2021",5.0,Color: Phantom VioletSize: 128GBStyle: S21,Verified Purchase,"I LOVE this phone! Seriously such an improvement from my old one. Everything works as designed and when it doesn't, it's definitely user error (fingerprint reader). The battery normally lasts me all day but there have been times I've had to charge once during heavy use. Generally, it charges within an hour and life is good again. I'm just getting to know the personalized battery adjustments, but it seems awesome so far! Best thing though is I didn't have to spend an absurd amount of money. Oh, and the color is my favorite 😍"
Not the right country,Jalen Rantschler,"April 7, 2021",1.0,,,"The product I bought was for international cell phone towers, not US towers."
Wouldn't waste the money,Kate Mumma,"March 23, 2021",3.0,Color: Phantom VioletSize: 128GBStyle: S21,Verified Purchase,"Battery life is short if you use any of the apps. Most of my apps (email, Amazon, etc.) continuously crash and do not work. Overall, not thrilled with the quality for the money."
Great,Acsanrod,"March 19, 2021",5.0,Color: Phantom VioletSize: 128GBStyle: S21,Verified Purchase,It was a gift for may mom and she's been loving it since we gave it to her. Absolutely loves the camera quality and sound
Great phone,N. Woeltje,"March 9, 2021",5.0,Color: Phantom VioletSize: 128GBStyle: S21,Verified Purchase,"Love my new phone. Did not activate fingerprint reader. I figure if something  happens  to me, my husband  won't have access to my information  I keep  on my phone.  I don't have anything  to hide from him."
Samsung done it again,Louis Wright,"March 8, 2021",5.0,Color: Phantom VioletSize: 128GBStyle: S21,Verified Purchase,Very smooth phone. Camera is great and the screen is very pleasing on the eye. Perfect size for me with a thin case. Easy to handle yet big enough to enjoy watching everything on it.
"It has a plastic back, this is unacceptable build quality for a flagship phone.",Wolffe,"February 28, 2021",1.0,,,"Even many budget phones over the past few years have embraced a metal frame, glass sandwich design. Samsung has decided to take a huge step backwards this year by making the back of the S21 plastic. I just don't understand, this is terrible.What makes it worse is that US model Samsung smartphones are stuck with a locked bootloader. This means you have to use Samsung's slow, bloatware and ad-filled version of Android. You can't root the phone or flash custom ROMs. It's disgustingly anti-consumer behavior."
A Must Buy!,N'Tajavas Williams,"February 22, 2021",5.0,Color: Phantom VioletSize: 128GBStyle: S21,Verified Purchase,I Love This Phone but the only problem I got is the Battery Life🔋. I really think you should buy it still. Don't let my review keep you from getting the amazing phone!
DONT BUY,ismael a.,"February 20, 2021",1.0,,,Bought this phone activated it and it lasted 20 minutes before the battery drain to 0% it was literally extremely hot that I had to put a hard case to save my skin from burning and you can smell the case burnt rubber.i sent back same day what a trash.3 days still didn't get refunded
