Title,Profile,Date,Rating,ProductSize,Verified_Purchase,Review
Unlocked phones are bloat free. The OS seems polished and things work well.,Christopher A. Boyer,"August 1, 2021",5.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,"Getting used to the 21 ultra from the s6 edge I find things just work better. The functionality is complete with my Truck's Bluetooth.  It reads my txt to me, something the same didn't do. It downloaded my entire phone book in one shot. S6 would choke and then the rest had to be downloaded one at a time. The screen is bigger but the edge was fine in that respect. I changed phones because t-mobile sent out letters saying the old technology was being phased out by January. I had just replaced the battery in the edge for drone use and was not looking to replace it. That said the unlocked phone is great in that it doesn't have bloatwear on it. The camera impressed me, especially on a close up of a coin to see the details. My complaint is nonreplaceable battery and no micro SD card slot. Water resistance is a joke, light rain used over and over. How about toilet depth? Seems like that would be useful. The pen seems useful and they say it will one day work the camera. Hopefully that's true."
Great phone. Lightning fast,Danny K,"July 31, 2021",5.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,Fast. Ability to choose cell phone provide of my choice. Great camera and storage with fast processor!
A step down from the Note 20 Ultra,Donali Peter,"July 30, 2021",3.0,,,"Extremely disappointed in this phone. Without expandable storage it couldn't even receive the transfer of all that was on my Note 20 Ultra, and that was without transferring files or photos. And even though there is marginal support for an SPen, there is no on board storage for one. While a compatible blue tooth S Pen is in the works, it not yet released, which is another fail because now there is no remote function for the camera. And the camera was the main reason to get this phone, but with no expandable storage, every fabulous, HD photo/video you take steals from your internal storage which you need to run your apps, etc. I feel stupid for not thinking about these things in advance, and not realizing there was no expandable storage before I ""upgraded"". Definitely suffering from buyer's remorse. This phone has already had response issues, which I never experienced with the Note 8, Note 9 or Note 20 Ultra. Do not recommend."
Trade in,Daniel norbert luca,"July 30, 2021",1.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,They agreed on trading in my old phone note10+ in perfect shape after I told them that I got it from Tmobile.I've sent it out and they returned it. Saying that they can not take it in a phone that is locked even though I have told them from the beginning.
Amazon did right by me,Paul Camerone,"July 29, 2021",3.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,I've used Samsung exclusively since the S3 the ultra is an excellent phone and the camera is absolutely amazing. The phone I purchased had many issues the worst being a touchscreen that freeze's up as well as issues with the keyboard. Amazon took it back NQA looking forward to getting new one that works properly.
HEADLINE... customization,Weeza,"July 28, 2021",5.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,"This is a beautiful phone, but the thing that has impressed me most is the customization that Samsung has built in this model. I've used Samsung in the past and always been disappointed by the amount of bloatware they included. This phone it is kept to a minimum and there are so many settings to really customize to my individual wants. I've been using pixels and I love the operating system and being able to customize more than any Apple phone but the quality of the camera and the screen is so much better on this Samsung."
Great Phone,Carole Huschle,"July 27, 2021",5.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,Love my phone!!
Great device! I'm very pleased.,Empress Itrina,"July 27, 2021",5.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,The phone meets and surpasses all my expectations
Best phone 📱 made to date 📅.,Michael,"July 26, 2021",5.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,I bought this for my girlfriend. She is so very happy. Yeah it cost more then most phone's. But completely worth it. Now if I could get her off her phone long enough to go to dinner. Lol worth every dime spent. Awesome quality! Oh and Beautiful pictures. You can do just about anything with this phone. To bad it doesn't do the dishes. Lol but it does everything else.
S21 Ultra. It's Amazing,Adarsh Tandon,"July 23, 2021",5.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,Great phone. Have been using for a month now bit it's a great durable phone and awesome camera with great build over all.  Battery is good for a day
"Have to return, battery does not hold charge",cifr,"July 22, 2021",1.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,"Looks cool, many camera lens, but the battery does not hold a charge."
Amazing phone but buy a super fast charger,Wes Techie,"July 21, 2021",5.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,"Moved to the 21 ultra from an unlocked S10.  The battery and camera on this device are outstanding. Added the OtterBox commuter case, AM film tempered glass screen protector and the 65 watt Anker super fast charger. It is disappointing a charger couldn't be included for such a high level device thats capable of super fast charging. Sure I have several old charging plugs laying around but none capable of putting out wattage for the super fast charge. Bought the Anker 65 watt charger and works fine just another added expense. There is not headphone jack or as card storage expansion but so far have not missed them since I have some wireless earbuds and large enough storage on the phone for what I do."
Good phone,pradeep datla,"July 20, 2021",4.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,High quality phone with lot of software issues. Mainly bought it for photos but the quality is not on par with iphone
Beat phone I ever had,Justice Harris,"July 16, 2021",5.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,Phone is fire
Cut through the drama,Sassy chassis,"July 15, 2021",5.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,"I had been shopping this phone make and model for a while. My husband is a pro photographer and was reluctant to give up his precious Samsung 6 because of its superior camera, however it was outdated in the battery life department. Lets face it renting a phone and then either purchasing it or being told basically it isnt anything as a trade to the next one that you will also be renting is just another contract that ties up your options and money.  An opportunity I couldnt resist happened when the target phone came up as a lightning deal while i was Prime day shopping.  It was flawlessly activated today. No hiccups.So so happy. And we have no strings or drama about flex lease or billing.  The price point still cant be matched anywhere else. Win win"
Thought battery would last longer then 1 day of use,Grimreaper,"July 15, 2021",5.0,Color: Phantom BlackSize: 128GBStyle: S21 Ultra,Verified Purchase,"I don't use it a lot but it still takes the battery to 15% in a 24 hour period. I even slow charge it at 15w takes over 4 hours, still last just 24 hours. Love the camera, love everything about it. i came from  Pixel 2 XL so a lot of changes."
